feature,importance_mean,importance_std
num__mileage_num,3506.905375627949,442.1476073775968
num__year_num,1173.0345153947424,102.19882353129759
cat__recent_repairs_none,433.5905410786574,514.459535419787
cat__transmission_manual,3.0049704946577547e-10,3.884298440254974e-12
cat__model_corvette,1.7280399333685637e-10,0.0
cat__make_chevrolet,1.7280399333685637e-10,0.0
cat__model_Chevelle SS,1.3351382222026588e-10,1.4551915228366853e-12
cat__seller_urgency_medium,7.239577826112508e-11,2.9429427255173045e-11
cat__recent_repairs_major,5.275069270282984e-11,1.0291687086002473e-10
cat__model_Rogue,1.9281287677586078e-11,2.9590882197463e-11
cat__model_Civic,1.5279510989785195e-11,3.0559021979570384e-11
cat__make_Honda,1.5279510989785195e-11,3.0559021979570384e-11
cat__make_Buick,9.458744898438454e-12,7.275957614183425e-13
cat__make_BMW,7.639755494892598e-12,2.910383045673371e-12
cat__make_Pontiac,6.912159733474254e-12,7.128953417946986e-12
cat__make_RAM,5.4569682106375694e-12,0.0
cat__model_PROMASTER 2500 159 WB,5.4569682106375694e-12,0.0
cat__make_Volvo,5.4569682106375694e-12,7.543873417790644e-12
cat__make_chevy,5.093170329928398e-12,8.406801504527788e-12
cat__make_Mitsubishi,4.365574568510055e-12,7.85331690892159e-12
cat__model_Ranger,4.365574568510055e-12,7.85331690892159e-12
cat__model_Malibu LT,4.365574568510055e-12,7.853316908921588e-12
cat__model_S60 T5 AWD Sport Sedan,4.365574568510055e-12,7.853316908921588e-12
cat__model_Soul GL,4.0017766878008846e-12,8.003553375601769e-12
cat__model_silverado 1500,4.0017766878008846e-12,8.003553375601769e-12
cat__model_CHEVELLE,3.2741809263825417e-12,2.910383045673371e-12
cat__model_Prius,3.2741809263825417e-12,8.485151767447387e-12
cat__make_CHEVROLET,3.2741809263825417e-12,3.884298440254974e-12
cat__make_Mercedes-Benz,2.546585164964199e-12,1.4551915228366855e-12
cat__model_highlander,2.1827872842550277e-12,2.67335753173012e-12
cat__make_Chevrolet,1.8189894035458565e-12,7.455637944774643e-12
cat__model_Grand Cherokee,1.8189894035458565e-12,0.0
cat__make_Ford,1.8189894035458565e-12,9.203439287865707e-12
cat__make_Fiat,1.8189894035458565e-12,0.0
cat__model_500,1.8189894035458565e-12,0.0
cat__model_Trans Am,1.8189894035458565e-12,0.0
cat__model_Fusion,1.4551915228366853e-12,2.121287941861847e-12
cat__model_Tundra,1.4551915228366853e-12,7.275957614183426e-13
cat__make_TOYOTA,1.0913936421275138e-12,2.182787284255028e-12
cat__make_Mercedes,7.275957614183426e-13,8.911191772433734e-13
cat__model_Elantra,7.275957614183426e-13,8.911191772433734e-13
cat__model_f-150,7.275957614183426e-13,8.911191772433734e-13
cat__make_Lexus,7.275957614183426e-13,8.911191772433734e-13
cat__model_Fiesta S,7.275957614183426e-13,8.911191772433734e-13
cat__model_XV Crosstrek,7.275957614183426e-13,8.911191772433734e-13
cat__model_ML350,7.275957614183426e-13,8.911191772433734e-13
cat__model_Acadia SLT AWD SUV,3.637978807091713e-13,7.275957614183426e-13
cat__model_Legacy,3.637978807091713e-13,7.275957614183427e-13
cat__model_Outback Limited AWD Wagon,3.637978807091713e-13,7.275957614183426e-13
cat__model_Passat SE,3.637978807091713e-13,7.275957614183426e-13
cat__make_Volkswagen,3.637978807091713e-13,7.275957614183426e-13
cat__model_Escape,3.637978807091713e-13,7.275957614183427e-13
cat__model_Corolla,3.637978807091713e-13,7.275957614183427e-13
cat__model_SAVANA 2500HD CARGO,3.637978807091713e-13,7.275957614183426e-13
cat__make_Audi,3.637978807091713e-13,7.275957614183427e-13
cat__make_Kia,3.637978807091713e-13,8.003553375601769e-12
cat__model_XV CrossTrek,3.637978807091713e-13,7.275957614183427e-13
cat__model_Savana 2500,0.0,0.0
cat__model_Sedan,0.0,0.0
cat__model_Tundra SR5,0.0,0.0
cat__model_Trax LS,0.0,0.0
cat__model_Seltos EX,0.0,0.0
cat__model_Sierra 2500 HD,0.0,0.0
cat__model_Trax,0.0,0.0
cat__model_Sentra SR,0.0,0.0
cat__model_Traverse,0.0,0.0
cat__model_Sienna,0.0,0.0
cat__model_Sienna LE,0.0,0.0
cat__model_Sierra 1500,0.0,0.0
cat__model_Sentra,0.0,0.0
cat__model_grand cherokee laredo,0.0,0.0
cat__model_gti,0.0,0.0
cat__model_mdx,0.0,0.0
cat__model_grand caravan sxt,0.0,0.0
cat__model_nv200 sv,0.0,0.0
cat__model_nx 300 f sport awd suv,0.0,0.0
cat__model_odyssey ex-l,0.0,0.0
cat__model_Savana 1500 Cargo,0.0,0.0
cat__model_impreza,0.0,0.0
cat__model_S60R,0.0,0.0
cat__model_is 250,0.0,0.0
cat__model_S60 T5 Sport Sedan,0.0,0.0
cat__model_S500 4Matic,0.0,0.0
cat__model_S5 Convertible Premium Plus Quattro Drive,0.0,0.0
cat__model_jetta,0.0,0.0
cat__model_Venza,0.0,0.0
cat__model_impala SS,0.0,0.0
cat__model_Rambler Classic,0.0,0.0
cat__model_Ram 2500 5.9L Cummins,0.0,0.0
cat__model_Ram 1500 Laramie,0.0,0.0
cat__model_Ram 1500,0.0,0.0
cat__model_RX350,0.0,0.0
cat__model_Range Rover,0.0,0.0
cat__model_Range Rover Sport,0.0,0.0
cat__model_Rio,0.0,0.0
cat__model_Tahoe,0.0,0.0
cat__model_Taurus,0.0,0.0
cat__model_RX 350,0.0,0.0
cat__model_ROGUE S,0.0,0.0
cat__model_RDX,0.0,0.0
cat__model_Tiguan,0.0,0.0
cat__model_Transit AWD Mini T HR Campervan,0.0,0.0
cat__model_QX60,0.0,0.0
cat__model_QX56,0.0,0.0
cat__model_Q50,0.0,0.0
cat__model_Tiguan S,0.0,0.0
cat__model_Silverado 1500 Z71 LT,0.0,0.0
cat__model_Tlx,0.0,0.0
cat__model_Town and country,0.0,0.0
cat__model_Silverado 1500 LT extended cab 4D,0.0,0.0
cat__model_Suburban LT,0.0,0.0
cat__model_Silverado 1500,0.0,0.0
cat__model_Suburban LT 1500,0.0,0.0
