feature,importance_mean,importance_std
num__mileage_num,235.88663640622107,71.2570832179675
cat__condition_excellent,87.6123641045906,32.277751084853385
cat__seller_urgency_high,29.68748601210682,23.084945560920946
cat__make_Chevrolet,1.0986695997416973e-10,4.242575883723694e-12
cat__transmission_manual,8.62200977280736e-11,1.6007106751203538e-11
cat__model_Bel Air,8.003553375601768e-11,0.0
cat__recent_repairs_major,7.312337402254344e-11,3.0899271030773636e-11
cat__seller_urgency_medium,3.41970007866621e-11,5.6827045598086655e-12
cat__model_Camaro,3.2741809263825417e-11,0.0
cat__make_Hyundai,6.184563972055912e-12,6.767031750401029e-12
cat__make_acura,5.093170329928398e-12,6.64864888039922e-12
cat__model_Elantra,4.729372449219227e-12,5.820766091346741e-12
cat__model_Mustang Convertible,4.365574568510055e-12,6.0438643143556506e-12
cat__make_Dodge,4.0017766878008846e-12,3.5271513169691966e-12
cat__make_Jeep,3.637978807091713e-12,6.40532266030605e-12
cat__seller_urgency_low,3.637978807091713e-12,5.51726803245514e-12
cat__model_Grand Cherokee L,3.2741809263825417e-12,6.548361852765084e-12
cat__model_Neon,3.2741809263825417e-12,2.910383045673371e-12
cat__model_mdx,3.2741809263825417e-12,6.548361852765084e-12
cat__model_Sonata,2.1827872842550277e-12,3.5271513169691966e-12
cat__model_CR-V EX,1.8189894035458565e-12,0.0
cat__model_Altima,1.8189894035458565e-12,0.0
cat__model_tiguan,1.8189894035458565e-12,0.0
cat__model_S-Class,1.8189894035458565e-12,0.0
cat__model_Fusion,1.8189894035458565e-12,0.0
cat__model_Forester,1.8189894035458565e-12,3.637978807091713e-12
cat__make_tesla,1.8189894035458565e-12,0.0
cat__model_Model Y,1.8189894035458565e-12,0.0
cat__model_ATS Sedan,1.8189894035458565e-12,0.0
cat__make_volkswagen,1.8189894035458565e-12,0.0
cat__model_express 2500,1.8189894035458565e-12,0.0
cat__make_CHRYSLER,1.8189894035458565e-12,0.0
cat__make_Cadillac,1.8189894035458565e-12,0.0
cat__make_Lexus,1.8189894035458565e-12,1.9926030563698662e-12
cat__model_LC 500,1.8189894035458565e-12,0.0
cat__model_Grand Caravan,1.8189894035458565e-12,0.0
cat__model_altima,1.4551915228366853e-12,7.275957614183427e-13
cat__make_Fiat,1.4551915228366853e-12,7.275957614183426e-13
cat__model_S-class S550,1.4551915228366853e-12,7.275957614183426e-13
cat__make_Ford,1.4551915228366853e-12,1.7837229347978808e-11
cat__model_Pilot,1.4551915228366853e-12,7.275957614183427e-13
cat__make_Audi,1.4551915228366853e-12,1.361207027648176e-12
cat__model_500,1.4551915228366853e-12,7.275957614183426e-13
cat__make_Chevy,1.4551915228366853e-12,7.275957614183426e-13
cat__make_nissan,1.4551915228366853e-12,7.275957614183427e-13
cat__model_elantra,1.4551915228366853e-12,7.275957614183426e-13
cat__make_Chrysler,1.0913936421275138e-12,2.467397274131242e-12
cat__make_Acura,1.0913936421275138e-12,1.4551915228366855e-12
cat__model_civic,1.0913936421275138e-12,8.911191772433734e-13
cat__make_SUBARU,1.0913936421275138e-12,8.911191772433734e-13
cat__model_MDX,1.0913936421275138e-12,1.4551915228366855e-12
cat__model_A4,1.0913936421275138e-12,8.911191772433734e-13
cat__model_Traverse,1.0913936421275138e-12,8.911191772433734e-13
cat__make_Subaru,1.0913936421275138e-12,4.083621082944528e-12
cat__make_Kia,7.275957614183426e-13,1.455191522836685e-12
cat__make_Pontiac,7.275957614183426e-13,1.455191522836685e-12
cat__model_Trans Am,7.275957614183426e-13,1.455191522836685e-12
cat__model_Civic,7.275957614183426e-13,8.911191772433734e-13
cat__model_JETTA SE,3.637978807091713e-13,7.275957614183427e-13
cat__model_quest sl,3.637978807091713e-13,7.275957614183426e-13
cat__model_Caprice,3.637978807091713e-13,7.275957614183427e-13
cat__model_Charger,3.637978807091713e-13,7.275957614183427e-13
cat__model_CX-5,3.637978807091713e-13,7.275957614183427e-13
cat__model_XV CrossTrek,3.637978807091713e-13,7.275957614183427e-13
cat__make_VW,3.637978807091713e-13,7.275957614183427e-13
cat__make_Land Rover,3.637978807091713e-13,7.275957614183426e-13
cat__make_Mazda,3.637978807091713e-13,7.275957614183427e-13
cat__model_Z3 Roadster,3.637978807091713e-13,7.275957614183426e-13
cat__make_Volvo,3.637978807091713e-13,1.361207027648176e-12
cat__model_Range Rover Sport,3.637978807091713e-13,7.275957614183426e-13
cat__model_TRAX LT,0.0,0.0
cat__model_Ranger,0.0,0.0
cat__model_TLX,0.0,0.0
cat__model_TL,0.0,0.0
cat__model_Tundra SR5,0.0,0.0
cat__model_X3 3.5i X-drive Premium SUV,0.0,0.0
cat__model_TERRAIN SLE-2,0.0,0.0
cat__model_TAHOE LT,0.0,0.0
cat__model_Versa,0.0,0.0
cat__model_Super Duty F-350 SRW,0.0,0.0
cat__model_X3 3.5i x-drive SUV,0.0,0.0
cat__model_X5,0.0,0.0
cat__model_Suburban LT,0.0,0.0
cat__model_Venza LE FWD SUV,0.0,0.0
cat__model_X3 3.5i x-drive,0.0,0.0
cat__model_Tundra,0.0,0.0
cat__model_WRANGLER SPORT,0.0,0.0
cat__model_Taurus,0.0,0.0
cat__model_Range Rover,0.0,0.0
cat__model_Tiguan,0.0,0.0
cat__model_Trax,0.0,0.0
cat__model_Tiguan S,0.0,0.0
cat__model_Tlx,0.0,0.0
cat__model_Trax LS,0.0,0.0
cat__model_Ranger XLT,0.0,0.0
cat__model_Rambler Classic,0.0,0.0
cat__model_Ranger XL,0.0,0.0
cat__model_Ranger XL regular cab 2D 6FT,0.0,0.0
cat__model_Ram 2500 5.9L Cummins,0.0,0.0
cat__model_S4,0.0,0.0
cat__model_Versa SV,0.0,0.0
cat__model_SRX4,0.0,0.0
cat__model_SL500,0.0,0.0
cat__model_SILVERADO 1500 RST Z-71 4X4 CREW CAB,0.0,0.0
cat__model_Malibu LT,0.0,0.0
cat__model_MURANO SV,0.0,0.0
cat__model_ML350,0.0,0.0
cat__model_MKZ,0.0,0.0
cat__model_MKT Limousine,0.0,0.0
cat__model_MKT Limo,0.0,0.0
cat__model_MK V Drophead coupe,0.0,0.0
cat__model_Murano,0.0,0.0
cat__model_MDX SPORT,0.0,0.0
cat__model_M45X AWD Premium Sedan,0.0,0.0
cat__model_S5 Convertible Premium Plus Quattro Drive,0.0,0.0
cat__model_Lucerne,0.0,0.0
cat__model_Legacy,0.0,0.0
cat__model_LX 570,0.0,0.0
cat__model_Maxima,0.0,0.0
cat__model_Ram 1500 Laramie,0.0,0.0
cat__model_Ram 1500,0.0,0.0
cat__model_RX350,0.0,0.0
cat__model_ROGUE S,0.0,0.0
cat__model_RDX,0.0,0.0
cat__model_QX60,0.0,0.0
cat__model_QX56,0.0,0.0
cat__model_Q50,0.0,0.0
cat__model_Passat,0.0,0.0
cat__model_M240i,0.0,0.0
cat__model_Outback Limited AWD Wagon,0.0,0.0
cat__model_Outback 2.5i,0.0,0.0
cat__model_Prius Touring Hybrid Hatchback,0.0,0.0
cat__model_Prius Hybrid,0.0,0.0
cat__model_Prius C Four,0.0,0.0
cat__model_Pathfinder S,0.0,0.0
cat__model_Pathfinder,0.0,0.0
cat__model_Sentra SR,0.0,0.0
cat__model_Sentra,0.0,0.0
cat__model_Seltos EX,0.0,0.0
cat__model_Pacifica,0.0,0.0
cat__model_PROMASTER 2500,0.0,0.0
cat__model_PACIFICA TOURING L,0.0,0.0
cat__model_Sedan,0.0,0.0
cat__model_Outlander,0.0,0.0
cat__model_SIERRA K 8CYL,0.0,0.0
cat__model_S60 T5 AWD Sport Sedan,0.0,0.0
cat__model_X7,0.0,0.0
cat__model_Silverado,0.0,0.0
cat__model_Sierra 2500hd Denali,0.0,0.0
