feature,importance_mean,importance_std
num__mileage_num,5694.116705921902,645.9620707962259
num__year_num,1299.2072118041297,40.4527385373806
cat__recent_repairs_none,562.3983348387789,177.3334183813942
cat__transmission_automatic,510.159197605312,237.9296605369936
cat__condition_excellent,393.3625836598152,242.14749176562228
cat__seller_urgency_high,51.91927899625735,126.1390737530707
cat__recent_repairs_minor,17.625593981121163,14.391237222409451
cat__condition_good,11.750395987410775,14.391237222382717
cat__seller_urgency_medium,11.750395987348565,14.391237222373361
cat__make_Audi,5.875197993700022,11.750395987395496
cat__make_Jeep,5.875197993698566,11.750395987396223
cat__make_Infiniti,5.875197993698021,11.750395987396496
cat__model_Q5,5.875197993697839,11.750395987395677
cat__make_Chevy,5.8751979936974745,11.750395987397676
cat__model_JETTA SE,5.875197993697293,11.750395987395951
cat__make_VW,5.875197993697293,11.750395987395951
cat__make_Nissan,1.6734702512621878e-11,2.1264289549523798e-11
cat__model_Silverado 1500,1.1459633242338895e-11,2.2013529704662667e-11
cat__make_hyundai,1.1095835361629724e-11,2.1777793185109547e-11
cat__model_santa fe,1.0913936421275139e-11,2.1827872842550278e-11
cat__make_Pontiac,1.0913936421275139e-11,2.1827872842550278e-11
cat__model_Trans Am,1.0913936421275139e-11,2.1827872842550278e-11
cat__make_toyota,1.0732037480920554e-11,2.283103446641032e-11
cat__make_BMW,1.0550138540565967e-11,2.2021043624294624e-11
cat__make_subaru,1.0186340659856796e-11,1.6823439552931615e-11
cat__model_328i Xdrive Sedan,1.0186340659856796e-11,2.1293833017497524e-11
cat__model_Pathfinder,8.549250196665526e-12,1.7098500393331055e-11
cat__make_chrysler,8.367351256310939e-12,1.7193058590662393e-11
cat__model_Jetta Sedan,8.367351256310939e-12,1.7193058590662393e-11
cat__model_Altima,8.185452315956354e-12,1.682933871957412e-11
cat__make_Volkswagen,6.912159733474254e-12,1.7528490143954117e-11
cat__make_CHRYSLER,4.365574568510055e-12,3.6379788070917126e-13
cat__make_Ram,2.1827872842550277e-12,1.5857581978855427e-12
cat__make_Ford,1.6370904631912709e-12,4.123934213113765e-12
cat__make_Hyundai,1.2732925824820995e-12,2.966681937377887e-12
cat__model_ProMaster 2500,1.2732925824820995e-12,1.5857581978855427e-12
cat__make_Chrysler,1.0913936421275138e-12,1.3366787658650598e-12
cat__model_impreza,9.094947017729282e-13,1.8189894035458565e-12
cat__model_Fusion,9.094947017729282e-13,9.963015281849331e-13
cat__model_Mustang,7.275957614183426e-13,1.942149220127487e-12
cat__model_El Camino,7.275957614183426e-13,1.942149220127487e-12
cat__model_Sonata,7.275957614183426e-13,1.0606439709309236e-12
cat__model_S-Class,7.275957614183426e-13,1.4551915228366855e-12
cat__make_Mazda,7.275957614183426e-13,3.637978807091713e-13
cat__model_F-150,7.275957614183426e-13,1.0606439709309236e-12
cat__model_Equinox,7.275957614183426e-13,1.4551915228366855e-12
cat__make_chevy,7.275957614183426e-13,2.5335590684670243e-12
cat__model_Elantra,5.456968210637569e-13,2.121287941861847e-12
cat__make_Mercedes-Benz,5.456968210637569e-13,2.041810541472264e-12
cat__model_S80 T6 Premier AWD Sedan,3.637978807091713e-13,1.2336986370656212e-12
cat__make_Volvo,3.637978807091713e-13,1.6868613775833553e-12
cat__model_malibu,3.637978807091713e-13,2.197893258852595e-12
cat__model_Sienna,1.8189894035458566e-13,1.7635756584845983e-12
cat__model_Town & Country,1.8189894035458566e-13,3.6379788070917137e-13
cat__model_GS 300,1.8189894035458566e-13,3.6379788070917137e-13
cat__model_Grand Cherokee Laredo,1.8189894035458566e-13,3.637978807091713e-13
cat__model_rav4 hybrid,1.8189894035458566e-13,1.3366787658650598e-12
cat__seller_urgency_low,1.8189894035458566e-13,3.6379788070917137e-13
cat__model_Maxima,0.0,0.0
cat__model_Mazda3,0.0,0.0
cat__model_PACIFICA LIMITED,0.0,0.0
cat__model_Silverado,0.0,0.0
cat__model_Sierra 2500hd Denali,0.0,0.0
cat__model_Outlander,0.0,0.0
cat__model_Sierra 2500 HD SLE,0.0,0.0
cat__model_Outback 2.5i,0.0,0.0
cat__model_Sierra 1500,0.0,0.0
cat__model_PACIFICA TOURING L,0.0,0.0
cat__model_Odyssey EX,0.0,0.0
cat__model_Pilot,0.0,0.0
cat__model_Pathfinder S,0.0,0.0
cat__model_Outback Limited AWD Wagon,0.0,0.0
cat__model_Quattroporte,0.0,0.0
cat__model_QX60,0.0,0.0
cat__model_QX56,0.0,0.0
cat__model_Q5 Prestige,0.0,0.0
cat__model_Q5 Premium,0.0,0.0
cat__model_Range Rover Sport,0.0,0.0
cat__model_Q3,0.0,0.0
cat__model_ProMaster 1500,0.0,0.0
cat__model_Prius Two,0.0,0.0
cat__model_Prius Touring Hybrid Hatchback,0.0,0.0
cat__model_Prius Hybrid Hatchback,0.0,0.0
cat__model_Maxima SV,0.0,0.0
cat__model_Prius C Four,0.0,0.0
cat__model_TAHOE LT,0.0,0.0
cat__model_Super Duty F-350 SRW,0.0,0.0
cat__model_Suburban LT,0.0,0.0
cat__model_Sprinter C2500/C3500,0.0,0.0
cat__model_Sportage,0.0,0.0
cat__model_Soul +,0.0,0.0
cat__model_Soul,0.0,0.0
cat__model_Silverado 2500 HD,0.0,0.0
cat__model_Silverado 1500 Z71 LT,0.0,0.0
cat__model_Silverado 1500 LT extended cab 4D,0.0,0.0
cat__model_Prius Hybrid,0.0,0.0
cat__model_MKZ,0.0,0.0
cat__model_MKT Limousine,0.0,0.0
cat__model_Impreza Sport,0.0,0.0
cat__model_Impreza Hatchback Sport Premium,0.0,0.0
cat__model_MDX,0.0,0.0
cat__model_M45X AWD Premium Sedan,0.0,0.0
cat__model_M240i,0.0,0.0
cat__model_Lucerne,0.0,0.0
cat__model_Legacy,0.0,0.0
cat__model_H2,0.0,0.0
cat__model_Gti,0.0,0.0
cat__model_Ram 1500,0.0,0.0
cat__model_Grand Cherokee Overland,0.0,0.0
cat__model_Kona,0.0,0.0
cat__model_Journey SXT,0.0,0.0
cat__model_Jetta,0.0,0.0
cat__model_Passat,0.0,0.0
cat__model_Pacifica Mini-T Campervan,0.0,0.0
cat__model_Pacifica,0.0,0.0
cat__model_PROMASTER 2500,0.0,0.0
cat__model_Impala LT,0.0,0.0
cat__model_ILX,0.0,0.0
cat__model_Highlander XLE AWD,0.0,0.0
cat__model_Grand Cherokee Laredo E,0.0,0.0
cat__model_Grand Cherokee Overland AWD SUV,0.0,0.0
cat__model_Nx,0.0,0.0
cat__model_Mustang V6,0.0,0.0
cat__model_Mustang GT,0.0,0.0
cat__model_Mountaineer Sport Utility,0.0,0.0
cat__model_Rav4 Limited,0.0,0.0
cat__model_Rav 4,0.0,0.0
cat__model_Ranger XL regular cab 2D 6FT,0.0,0.0
cat__model_Ranger XL,0.0,0.0
cat__model_Montero,0.0,0.0
cat__model_Model S,0.0,0.0
cat__model_Model 3,0.0,0.0
cat__model_Mini T HR Campervan,0.0,0.0
cat__model_ML350,0.0,0.0
cat__model_Ram 1500 Laramie,0.0,0.0
cat__model_RDX,0.0,0.0
cat__model_RX350,0.0,0.0
cat__model_ROGUE S,0.0,0.0
cat__model_Rx 350 F Sport,0.0,0.0
cat__model_Rogue,0.0,0.0
cat__model_Rio,0.0,0.0
cat__model_LX 570,0.0,0.0
cat__model_LS 460,0.0,0.0
cat__model_LEGACY,0.0,0.0
cat__model_Malibu LT,0.0,0.0
cat__model_MURANO SV,0.0,0.0
cat__model_Ram 2500 5.9L Cummins,0.0,0.0
cat__model_mdx,0.0,0.0
cat__make_Mitsubishi,0.0,0.0
cat__make_Mini,0.0,0.0
cat__make_Mercury,0.0,0.0
cat__make_Tesla,0.0,0.0
cat__make_Suzuki,0.0,0.0
cat__make_Scion,0.0,0.0
cat__make_Saab,0.0,0.0
cat__make_SUBARU,0.0,0.0
cat__make_Mercedes,0.0,0.0
cat__make_Maserati,0.0,0.0
cat__make_Lincoln,0.0,0.0
cat__model_S60 T5 AWD Sport Sedan,0.0,0.0
cat__model_regal custom coupe,0.0,0.0
cat__model_300,0.0,0.0
cat__model_3 Series 330i xDrive,0.0,0.0
cat__model_3 Series 330e iPerformance,0.0,0.0
cat__make_Mercedes-benz,0.0,0.0
cat__make_Mercedes Benz AMG,0.0,0.0
cat__make_Mercedes Benz,0.0,0.0
cat__model_Trax LS,0.0,0.0
cat__model_Trax,0.0,0.0
cat__model_Traverse,0.0,0.0
cat__model_Transit AWD Mini T HR Campervan,0.0,0.0
cat__model_Tlx,0.0,0.0
cat__make_NISSAN,0.0,0.0
cat__model_X3 3.5i x-drive SUV,0.0,0.0
cat__model_X3 3.5i x-drive,0.0,0.0
cat__model_accent se,0.0,0.0
cat__model_Z3 Roadster,0.0,0.0
cat__model_Yukon XL,0.0,0.0
cat__model_XV Crosstrek Limited 4D Wagon,0.0,0.0
cat__model_XV Crosstrek,0.0,0.0
cat__model_XJS Roadster,0.0,0.0
cat__model_XF,0.0,0.0
cat__model_XC70,0.0,0.0
cat__model_XC60 T5 AWD Premier SUV,0.0,0.0
cat__model_X7,0.0,0.0
cat__make_bmw,0.0,0.0
cat__model_xts,0.0,0.0
cat__model_xc60,0.0,0.0
cat__model_wrangler,0.0,0.0
cat__transmission_CVT,0.0,0.0
cat__transmission_Automatic,0.0,0.0
cat__model_rogue s,0.0,0.0
cat__model_transit cargo van,0.0,0.0
cat__model_town &country,0.0,0.0
cat__model_town & country,0.0,0.0
cat__model_tiguan 2.0t,0.0,0.0
cat__model_rx350L,0.0,0.0
cat__make_cadillac,0.0,0.0
cat__model_yaris ia,0.0,0.0
cat__model_Sedan,0.0,0.0
cat__model_SRX4,0.0,0.0
cat__model_SL500,0.0,0.0
cat__model_SILVERADO 1500 RST Z-71 4X4 CREW CAB,0.0,0.0
cat__model_SIERRA K 8CYL,0.0,0.0
cat__model_S5 Convertible Premium Plus Quattro Drive,0.0,0.0
cat__model_S4,0.0,0.0
cat__model_S-class S550,0.0,0.0
cat__model_Rx7,0.0,0.0
cat__model_X3 3.5i X-drive Premium SUV,0.0,0.0
cat__model_X3 2.8i X-drive Premium SUV,0.0,0.0
cat__model_X3,0.0,0.0
cat__model_Tiguan S,0.0,0.0
cat__model_X1 xdrive28i,0.0,0.0
cat__model_X1,0.0,0.0
cat__model_Wrangler Sahara,0.0,0.0
cat__model_Wrangler Rubicon,0.0,0.0
cat__model_Wrangler,0.0,0.0
cat__model_WRANGLER SPORT,0.0,0.0
cat__model_Versa SV,0.0,0.0
cat__model_Versa,0.0,0.0
cat__model_Venza LE FWD SUV,0.0,0.0
cat__model_Venza,0.0,0.0
cat__model_Tundra SR5,0.0,0.0
cat__model_Tundra,0.0,0.0
cat__model_X2,0.0,0.0
cat__model_camry,0.0,0.0
cat__model_Thunderbird,0.0,0.0
cat__model_Taurus,0.0,0.0
cat__model_Tahoe,0.0,0.0
cat__model_TRAX LT,0.0,0.0
cat__model_TLX,0.0,0.0
cat__model_TL,0.0,0.0
cat__model_TERRAIN SLE-2,0.0,0.0
cat__model_accord ex-l,0.0,0.0
cat__model_civic ex-l,0.0,0.0
cat__model_civic,0.0,0.0
cat__model_city express,0.0,0.0
cat__model_Seltos EX,0.0,0.0
cat__model_charger,0.0,0.0
cat__model_camry xle sedan,0.0,0.0
cat__model_camry le sedan,0.0,0.0
cat__model_XV CrossTrek,0.0,0.0
cat__model_XV CROSSTREK HYBRID,0.0,0.0
cat__model_XTS,0.0,0.0
cat__model_beetle tdi convertible,0.0,0.0
cat__model_aveo,0.0,0.0
cat__model_altima 2.5 sl,0.0,0.0
cat__model_altima,0.0,0.0
cat__model_accord sport,0.0,0.0
cat__model_Sentra SR,0.0,0.0
cat__model_Sentra,0.0,0.0
cat__model_cherokee,0.0,0.0
cat__model_500 Abarth,0.0,0.0
cat__model_500,0.0,0.0
cat__model_CLA,0.0,0.0
cat__model_Camry SE,0.0,0.0
cat__model_Camaro IROC-Z,0.0,0.0
cat__model_CX-5 Grand Touring,0.0,0.0
cat__model_CX-5,0.0,0.0
cat__model_CTS,0.0,0.0
cat__model_CRZ-EX,0.0,0.0
cat__model_Cherokee,0.0,0.0
cat__model_22r,0.0,0.0
cat__model_1500,0.0,0.0
cat__make_volvo,0.0,0.0
cat__model_GLE 350,0.0,0.0
cat__model_328i,0.0,0.0
cat__model_325i,0.0,0.0
cat__make_pontiac,0.0,0.0
cat__make_nissna,0.0,0.0
cat__make_mercedes-benz,0.0,0.0
cat__make_mazda,0.0,0.0
cat__make_kia,0.0,0.0
cat__model_2500 HD,0.0,0.0
cat__model_240,0.0,0.0
cat__model_Accord,0.0,0.0
cat__model_Accent,0.0,0.0
