feature,importance_mean,importance_std
num__mileage_num,3867.3228232967404,182.40665160773807
num__year_num,651.4695968400483,146.81433752973433
cat__condition_excellent,632.7383185245675,361.2890284726156
cat__condition_good,41.43641279121184,50.7490340549164
cat__make_Ford,41.43641279120675,50.74903405492056
cat__seller_urgency_medium,20.718206395615926,41.436412791229124
cat__make_Hyundai,20.718206395614835,41.43641279122967
cat__model_Kona,20.718206395611197,41.436412791222395
cat__make_Mitsubishi,20.718206395611197,41.436412791222395
cat__model_Fusion,20.71820639561047,41.43641279122276
cat__transmission_automatic,10.665753916311951,265.051756895447
cat__recent_repairs_major,3.128661774098873e-11,1.6122445090266657e-11
cat__make_honda,1.964508555829525e-11,6.5483618527650835e-12
cat__transmission_manual,1.964508555829525e-11,1.8058451890815712e-11
cat__model_accord,1.6370904631912708e-11,0.0
cat__model_Chevelle SS,1.0913936421275139e-11,7.275957614183426e-12
cat__make_Chevrolet,9.458744898438454e-12,1.0938162725049849e-11
cat__model_Bel Air,9.094947017729282e-12,0.0
cat__make_Nissan,6.5483618527650835e-12,1.3096723705530169e-11
cat__model_Neon,6.5483618527650835e-12,1.2475668481407226e-11
cat__model_Civic,3.2741809263825417e-12,6.548361852765084e-12
cat__make_JEEP,3.2741809263825417e-12,6.548361852765084e-12
cat__model_Altima,3.2741809263825417e-12,6.548361852765084e-12
cat__make_BMW,3.2741809263825417e-12,6.548361852765084e-12
cat__model_WRANGLER SPORT,3.2741809263825417e-12,6.548361852765084e-12
cat__model_Elantra,3.2741809263825417e-12,6.548361852765084e-12
cat__model_Versa,3.2741809263825417e-12,6.548361852765084e-12
cat__model_Z3 Roadster,3.2741809263825417e-12,6.548361852765084e-12
cat__recent_repairs_minor,2.1827872842550277e-12,1.214235036479559e-11
cat__model_Sierra 2500hd Denali,0.0,0.0
cat__model_Silverado 1500 Z71 LT,0.0,0.0
cat__model_Silverado 1500 LT extended cab 4D,0.0,0.0
cat__model_Silverado,0.0,0.0
cat__model_Thunderbird,0.0,0.0
cat__model_Tiguan,0.0,0.0
cat__model_Tiguan S,0.0,0.0
cat__model_Silverado 1500,0.0,0.0
cat__model_Sportage,0.0,0.0
cat__model_PACIFICA TOURING L,0.0,0.0
cat__model_S60 T5 AWD Sport Sedan,0.0,0.0
cat__model_S80 T6 Premier AWD Sedan,0.0,0.0
cat__model_SIERRA K 8CYL,0.0,0.0
cat__model_SILVERADO 1500 RST Z-71 4X4 CREW CAB,0.0,0.0
cat__model_Pacifica Mini-T Campervan,0.0,0.0
cat__model_Passat,0.0,0.0
cat__model_Tlx,0.0,0.0
cat__model_Pathfinder,0.0,0.0
cat__model_Pathfinder S,0.0,0.0
cat__model_Outback 2.5i,0.0,0.0
cat__model_Outback 3.6r Limited AWD,0.0,0.0
cat__model_Outback Limited AWD Wagon,0.0,0.0
cat__model_TAHOE LT,0.0,0.0
cat__model_TERRAIN SLE-2,0.0,0.0
cat__model_TL,0.0,0.0
cat__model_Passat SE,0.0,0.0
cat__model_X3 2.8i X-drive Premium SUV,0.0,0.0
cat__model_X2,0.0,0.0
cat__model_X1 xdrive28i,0.0,0.0
cat__model_X1,0.0,0.0
cat__model_XTS,0.0,0.0
cat__model_XJS Roadster,0.0,0.0
cat__model_XF,0.0,0.0
cat__model_Versa SV,0.0,0.0
cat__model_Venza LE FWD SUV,0.0,0.0
cat__model_Venza,0.0,0.0
cat__model_X3 3.5i x-drive SUV,0.0,0.0
cat__model_X3 3.5i x-drive,0.0,0.0
