feature,importance_mean,importance_std
num__mileage_num,6391.05901865287,986.8268524614488
num__year_num,2218.4306233392185,52.30834895017595
cat__transmission_automatic,1915.15089019401,1788.091324404149
cat__recent_repairs_none,1404.9744189857029,848.1156277279948
cat__seller_urgency_high,929.1199430487019,318.2059799898427
cat__recent_repairs_minor,839.2893774320664,1027.9153606233597
cat__condition_good,839.2893774320625,1027.9153606233608
cat__make_Subaru,419.6446887160353,839.2893774320656
cat__model_Outback,419.6446887160335,839.2893774320657
cat__seller_urgency_medium,419.6446887160335,839.2893774320665
cat__make_Volkswagen,419.64468871603293,839.2893774320651
cat__make_Acura,419.64468871603293,839.289377432065
cat__model_Ranger XLT,419.6446887160322,839.2893774320654
cat__model_focus se,419.64468871603077,839.2893774320661
cat__make_ford,419.64468871603077,839.2893774320661
cat__make_Ford,419.64468871602514,839.2893774320653
cat__condition_excellent,156.0464552563595,400.49292071028134
cat__make_Chevrolet,6.570189725607633e-10,4.455595886216867e-13
cat__model_Bel Air,6.570189725607633e-10,4.455595886216867e-13
cat__transmission_manual,3.9581209421157836e-10,3.2243781948613424e-10
cat__recent_repairs_major,3.923560143448412e-10,3.2258924489465417e-10
cat__make_audi,4.365574568510055e-12,1.4551915228366853e-12
cat__model_a6 premium plus,4.365574568510055e-12,1.4551915228366853e-12
cat__make_Honda,3.092281986027956e-12,2.4131621396775883e-12
cat__make_Audi,2.1827872842550277e-12,4.4555958862168663e-13
cat__model_Pilot,2.0008883439004423e-12,2.841352279904333e-12
cat__model_MDX,1.8189894035458565e-12,0.0
cat__make_Saturn,1.4551915228366853e-12,2.121287941861847e-12
cat__model_Forester,1.4551915228366853e-12,2.1212879418618475e-12
cat__model_Vue,1.4551915228366853e-12,2.121287941861847e-12
cat__model_A4,1.4551915228366853e-12,7.275957614183426e-13
cat__model_Civic,1.4551915228366853e-12,2.6107409383998537e-12
cat__model_Range Rover Sport,1.2732925824820995e-12,1.5857581978855427e-12
cat__make_Land Rover,1.2732925824820995e-12,1.5857581978855427e-12
cat__seller_urgency_low,1.0913936421275138e-12,1.7635756584845983e-12
cat__make_Mercedes-Benz,9.094947017729282e-13,2.300859821966427e-12
cat__model_Murano,5.456968210637569e-13,1.0913936421275138e-12
cat__model_Jetta Sedan,3.637978807091713e-13,1.2336986370656212e-12
cat__condition_fair,1.8189894035458566e-13,1.455191522836685e-12
cat__model_Trax,0.0,0.0
cat__model_TAHOE LT,0.0,0.0
cat__model_Suburban LT 1500,0.0,0.0
cat__model_Suburban LT,0.0,0.0
cat__model_Town and country,0.0,0.0
cat__model_Town & Country,0.0,0.0
cat__model_Tlx,0.0,0.0
cat__model_Tiguan S,0.0,0.0
cat__model_Tiguan,0.0,0.0
cat__model_Soul,0.0,0.0
cat__model_Sonata,0.0,0.0
cat__model_Silverado 2500 HD,0.0,0.0
cat__model_QX56,0.0,0.0
cat__model_Q50,0.0,0.0
cat__model_Q5 Prestige,0.0,0.0
cat__model_Q5,0.0,0.0
cat__model_Sierra 2500 HD SLE,0.0,0.0
cat__model_Sierra 1500,0.0,0.0
cat__model_Sienna,0.0,0.0
cat__model_Sprinter C2500/C3500,0.0,0.0
cat__model_Sprinter 3500,0.0,0.0
cat__model_Sportage,0.0,0.0
cat__model_Soul GL,0.0,0.0
cat__model_Soul +,0.0,0.0
cat__model_SRX4,0.0,0.0
cat__model_SL500,0.0,0.0
cat__model_SILVERADO 1500 RST Z-71 4X4 CREW CAB,0.0,0.0
cat__model_Silverado 1500 Z71 LT,0.0,0.0
cat__model_Silverado 1500 LT extended cab 4D,0.0,0.0
cat__model_Silverado 1500,0.0,0.0
cat__model_Q5 Premium,0.0,0.0
cat__model_X1,0.0,0.0
cat__model_Wrangler YJ,0.0,0.0
cat__model_XF,0.0,0.0
cat__model_XC70,0.0,0.0
cat__model_XC60 T5 Premier AWD SUV,0.0,0.0
cat__model_XC60 T5 AWD Premier SUV,0.0,0.0
cat__model_Versa SV,0.0,0.0
cat__model_Versa,0.0,0.0
cat__model_Venza LE FWD SUV,0.0,0.0
cat__model_X1 xdrive28i,0.0,0.0
cat__model_SIERRA K 8CYL,0.0,0.0
cat__model_S80 T6 Premier AWD Sedan,0.0,0.0
cat__model_S60 T5 Sport Sedan,0.0,0.0
cat__model_S60 T5 AWD Sport Sedan,0.0,0.0
cat__model_S500 4Matic,0.0,0.0
cat__model_Trax LS,0.0,0.0
cat__model_Tundra,0.0,0.0
cat__model_Tundra SR5,0.0,0.0
cat__model_Venza,0.0,0.0
cat__model_Tahoe,0.0,0.0
cat__model_Taurus,0.0,0.0
cat__model_Thunderbird,0.0,0.0
cat__model_Outback Limited AWD Wagon,0.0,0.0
cat__model_Maxima SV,0.0,0.0
cat__model_WRANGLER SPORT,0.0,0.0
cat__model_Wrangler,0.0,0.0
cat__model_Outback 2.5i,0.0,0.0
cat__model_Wrangler Rubicon,0.0,0.0
cat__model_Wrangler Sahara,0.0,0.0
cat__model_Trans Am,0.0,0.0
cat__model_Transit AWD Mini T HR Campervan,0.0,0.0
cat__model_Traverse,0.0,0.0
cat__model_Outback 3.6r Limited AWD,0.0,0.0
cat__model_Ranger Xlt,0.0,0.0
cat__model_Pacifica Mini-T Campervan,0.0,0.0
cat__model_Ranger XL regular cab 2D 6FT,0.0,0.0
cat__model_Ranger XL,0.0,0.0
cat__model_Ranger,0.0,0.0
cat__model_Q3,0.0,0.0
cat__model_Promaster 2500,0.0,0.0
cat__model_ProMaster 2500,0.0,0.0
cat__model_Ram 1500 Laramie,0.0,0.0
cat__model_Ram 1500,0.0,0.0
cat__model_Passat,0.0,0.0
cat__model_RX350,0.0,0.0
cat__model_RX 350,0.0,0.0
cat__model_ROGUE S,0.0,0.0
cat__model_Passat SE,0.0,0.0
cat__model_Silverado,0.0,0.0
cat__model_Prius Hybrid Hatchback,0.0,0.0
cat__model_Prius Touring Hybrid Hatchback,0.0,0.0
cat__model_Prius Hybrid,0.0,0.0
cat__model_Prius C Four,0.0,0.0
cat__model_Prius Two,0.0,0.0
cat__model_ProMaster 1500,0.0,0.0
cat__model_Optima,0.0,0.0
cat__model_Pathfinder S,0.0,0.0
cat__model_Pathfinder,0.0,0.0
cat__model_PROMASTER 2500,0.0,0.0
cat__model_Kona,0.0,0.0
cat__model_LC 500,0.0,0.0
cat__model_LEGACY,0.0,0.0
cat__model_LS 460,0.0,0.0
cat__model_LX 570,0.0,0.0
cat__model_Legacy,0.0,0.0
cat__model_PACIFICA TOURING L,0.0,0.0
cat__model_Sierra 2500hd Denali,0.0,0.0
cat__model_S5 Convertible Premium Plus Quattro Drive,0.0,0.0
cat__model_Outlander,0.0,0.0
cat__model_S430,0.0,0.0
cat__model_S4,0.0,0.0
cat__model_PACIFICA,0.0,0.0
cat__model_Sentra SR,0.0,0.0
cat__model_Sentra,0.0,0.0
cat__model_Seltos EX,0.0,0.0
cat__model_Sedan,0.0,0.0
cat__model_Savana 1500 Cargo,0.0,0.0
cat__model_Rio,0.0,0.0
cat__model_Rav4 Limited,0.0,0.0
cat__model_Rav 4,0.0,0.0
cat__model_Odyssey EX,0.0,0.0
cat__model_Pacifica,0.0,0.0
cat__model_QX60,0.0,0.0
cat__model_Quattroporte,0.0,0.0
cat__model_RDX,0.0,0.0
cat__model_Rogue,0.0,0.0
cat__model_Rx 350 F Sport,0.0,0.0
cat__model_Rx7,0.0,0.0
cat__model_S-Class,0.0,0.0
cat__model_Nx,0.0,0.0
cat__model_Ram 2500 5.9L Cummins,0.0,0.0
cat__model_Range Rover,0.0,0.0
cat__model_PROMASTER 2500 159 WB,0.0,0.0
cat__model_Mustang Convertible,0.0,0.0
cat__model_Mustang GT,0.0,0.0
cat__model_Mustang,0.0,0.0
cat__model_Mustang V6,0.0,0.0
cat__model_PACIFICA LIMITED,0.0,0.0
cat__model_S-class S550,0.0,0.0
cat__make_Tesla,0.0,0.0
cat__make_VW,0.0,0.0
cat__make_Volvo,0.0,0.0
cat__make_acura,0.0,0.0
cat__make_Buick,0.0,0.0
cat__model_pathfinder,0.0,0.0
cat__model_pick up,0.0,0.0
cat__model_Mazda3,0.0,0.0
cat__make_cadillac,0.0,0.0
cat__make_chevrolet,0.0,0.0
cat__make_chevy,0.0,0.0
cat__make_dodge,0.0,0.0
cat__model_quest sl,0.0,0.0
cat__model_qx56,0.0,0.0
cat__model_ram 3500,0.0,0.0
cat__model_ranger,0.0,0.0
cat__model_pickup,0.0,0.0
cat__model_malibu,0.0,0.0
cat__model_mdx,0.0,0.0
cat__model_nx 300 f sport awd suv,0.0,0.0
cat__model_grand caravan sxt,0.0,0.0
cat__model_grand cherokee laredo,0.0,0.0
cat__model_gti,0.0,0.0
cat__model_impala,0.0,0.0
cat__model_impala SS,0.0,0.0
cat__make_hyundai,0.0,0.0
cat__model_camry,0.0,0.0
cat__model_camry le sedan,0.0,0.0
cat__model_juke SV,0.0,0.0
cat__model_land cruiser,0.0,0.0
cat__model_legacy,0.0,0.0
cat__model_liberty sport,0.0,0.0
cat__model_liberty sport 4x4,0.0,0.0
cat__make_honda,0.0,0.0
cat__model_camaro z28,0.0,0.0
cat__make_CHEVY,0.0,0.0
cat__model_tiguan 2.0t,0.0,0.0
cat__model_tl,0.0,0.0
cat__model_tlx,0.0,0.0
cat__model_town & country,0.0,0.0
cat__model_town &country,0.0,0.0
cat__transmission_Automatic,0.0,0.0
cat__model_outback 2.5i premium,0.0,0.0
cat__make_Chevy,0.0,0.0
cat__model_wrangler,0.0,0.0
cat__model_xc60,0.0,0.0
cat__model_xts,0.0,0.0
cat__model_yaris ia,0.0,0.0
cat__model_firebird trans am,0.0,0.0
cat__model_flex,0.0,0.0
cat__model_focus,0.0,0.0
cat__transmission_CVT,0.0,0.0
cat__model_outback 3.6,0.0,0.0
cat__model_outback 3.6r limited awd,0.0,0.0
cat__model_passat,0.0,0.0
cat__model_rogue s,0.0,0.0
cat__model_rx350L,0.0,0.0
cat__model_s,0.0,0.0
cat__model_santa fe,0.0,0.0
cat__model_scion xb,0.0,0.0
cat__model_taurus,0.0,0.0
cat__model_promaster city,0.0,0.0
cat__make_CHRYSLER,0.0,0.0
cat__model_transit cargo van,0.0,0.0
cat__model_trax,0.0,0.0
cat__model_tsx,0.0,0.0
cat__model_suburban lt 4x4 suv,0.0,0.0
cat__model_tacoma,0.0,0.0
cat__model_tahoe,0.0,0.0
cat__model_pilot ex,0.0,0.0
cat__model_TL,0.0,0.0
cat__model_TLX,0.0,0.0
cat__model_TRAX LT,0.0,0.0
cat__model_Yukon XL,0.0,0.0
cat__model_Z3 Roadster,0.0,0.0
cat__model_accent se,0.0,0.0
cat__model_civic ex-l,0.0,0.0
cat__model_fusion titanium,0.0,0.0
cat__model_colorado,0.0,0.0
cat__model_altima 2.5 sl,0.0,0.0
cat__model_avalanche 1500 ltz 4x4,0.0,0.0
cat__model_aveo,0.0,0.0
cat__model_beetle tdi convertible,0.0,0.0
cat__model_camaro,0.0,0.0
cat__model_dakota,0.0,0.0
cat__model_e-250 econoline,0.0,0.0
cat__model_cj7,0.0,0.0
cat__model_X2,0.0,0.0
cat__model_XV Crosstrek,0.0,0.0
cat__model_XV Crosstrek Hybrid AWD,0.0,0.0
cat__model_XV Crosstrek Limited 4D Wagon,0.0,0.0
cat__model_Y,0.0,0.0
cat__model_X3 3.5i x-drive SUV,0.0,0.0
cat__model_X5,0.0,0.0
cat__model_X5 3.5i X-drive Sport SUV,0.0,0.0
cat__model_TERRAIN SLE-2,0.0,0.0
cat__model_accord,0.0,0.0
cat__model_accord ex-l,0.0,0.0
cat__model_accord sport,0.0,0.0
