feature,importance_mean,importance_std
num__mileage_num,1582.2376710353542,504.4320358459257
cat__condition_excellent,110.66840244904651,75.99991419979446
num__year_num,96.47619595681263,49.66683344523907
cat__transmission_manual,2.688466338440776e-10,4.658886054991198e-12
cat__make_Chevrolet,1.597072696313262e-10,7.898394666624938e-11
cat__model_corvette,1.495209289714694e-10,7.275957614183426e-13
cat__make_chevrolet,1.4842953532934188e-10,8.911191772433733e-13
cat__model_Chevelle SS,1.231455826200545e-10,2.5465851649641993e-12
cat__seller_urgency_medium,1.191438059322536e-10,5.8071076460284284e-11
cat__recent_repairs_major,1.1459633242338896e-10,2.6930873752748808e-11
cat__model_Camaro,7.366907084360719e-11,0.0
cat__make_BMW,7.09405867382884e-11,8.762923634525333e-11
cat__make_Mercedes-Benz,4.201865522190929e-11,6.946158237326089e-11
cat__seller_urgency_low,3.601599019020796e-11,7.161045019189408e-11
cat__model_Z3 Roadster,3.565219230949879e-11,7.130438461899758e-11
cat__model_Yukon XL,3.565219230949879e-11,7.130438461899758e-11
cat__make_GMC,3.565219230949879e-11,7.130438461899758e-11
cat__make_ford,3.54702933691442e-11,7.185353513440364e-11
cat__model_X2,3.528839442878961e-11,7.148975482889583e-11
cat__make_Honda,1.746229827404022e-11,2.5610957391906473e-11
cat__make_volkswagen,1.4733814168721437e-11,2.6399797289234606e-11
cat__model_tiguan,1.4733814168721437e-11,2.6399797289234606e-11
cat__model_F-350 Super Duty,1.3460521586239339e-11,2.6921043172478677e-11
cat__model_Frontier,1.3096723705530167e-11,2.711209655373635e-11
cat__model_CR-V EX,1.3096723705530167e-11,2.7112096553736353e-11
cat__model_LC 500,6.002665031701326e-12,7.275957614183425e-13
cat__make_toyota,5.820766091346741e-12,1.1698237497194734e-11
cat__make_Lexus,5.638867150992155e-12,8.911191772433733e-13
cat__model_Element,5.4569682106375694e-12,1.0913936421275139e-11
cat__make_chevy,5.4569682106375694e-12,1.0913936421275139e-11
cat__model_4runner,5.4569682106375694e-12,1.0974401905694945e-11
cat__model_WRANGLER SPORT,1.2732925824820995e-12,2.546585164964199e-12
cat__model_F150,1.2732925824820995e-12,2.7943845444928624e-12
cat__make_JEEP,1.2732925824820995e-12,2.546585164964199e-12
cat__model_A4,7.275957614183426e-13,8.911191772433734e-13
cat__make_Volkswagen,7.275957614183426e-13,8.911191772433734e-13
cat__model_Outback,5.456968210637569e-13,1.0913936421275138e-12
cat__make_Saab,3.637978807091713e-13,7.275957614183427e-13
cat__model_Fiesta S,3.637978807091713e-13,7.275957614183426e-13
cat__make_acura,3.637978807091713e-13,7.275957614183426e-13
cat__make_Audi,3.637978807091713e-13,7.275957614183427e-13
cat__model_Charger,3.637978807091713e-13,7.275957614183427e-13
cat__model_Ranger XL regular cab 2D 6FT,0.0,0.0
cat__model_S500 4Matic,0.0,0.0
cat__model_S5 Convertible Premium Plus Quattro Drive,0.0,0.0
cat__model_S430,0.0,0.0
cat__model_Sierra 2500hd Denali,0.0,0.0
cat__model_S4,0.0,0.0
cat__model_Silverado,0.0,0.0
cat__model_Range Rover,0.0,0.0
cat__model_Rambler Classic,0.0,0.0
cat__model_Ram 2500 5.9L Cummins,0.0,0.0
cat__model_Ram 1500 Laramie,0.0,0.0
cat__model_Ram 1500,0.0,0.0
cat__model_Rogue Sport,0.0,0.0
cat__model_Rio,0.0,0.0
cat__model_Rav4 Limited,0.0,0.0
cat__model_TERRAIN SLE-2,0.0,0.0
cat__model_TAHOE LT,0.0,0.0
cat__model_Suburban LT 1500,0.0,0.0
cat__model_Suburban LT,0.0,0.0
cat__model_Sprinter C2500/C3500,0.0,0.0
cat__model_Ranger XL,0.0,0.0
cat__model_Range Rover Sport,0.0,0.0
cat__model_Silverado 1500 LT extended cab 4D,0.0,0.0
cat__model_Sportage,0.0,0.0
cat__model_Soul GL,0.0,0.0
cat__model_Soul,0.0,0.0
cat__model_Sonata,0.0,0.0
cat__model_land cruiser,0.0,0.0
cat__model_Silverado 2500 HD,0.0,0.0
cat__model_Solara,0.0,0.0
cat__model_TL,0.0,0.0
cat__model_Seltos EX,0.0,0.0
cat__model_Savana 2500,0.0,0.0
cat__model_Sentra,0.0,0.0
cat__model_Savana 1500 Cargo,0.0,0.0
cat__model_SX4,0.0,0.0
cat__model_Sentra SR,0.0,0.0
cat__model_Sienna,0.0,0.0
cat__model_Wrangler,0.0,0.0
cat__model_Tundra SR5,0.0,0.0
cat__model_X3 2.8i X-drive Premium SUV,0.0,0.0
cat__model_Sprinter 3500,0.0,0.0
cat__model_X3,0.0,0.0
cat__model_charger,0.0,0.0
cat__model_Sienna LE,0.0,0.0
cat__model_Sierra 1500,0.0,0.0
cat__model_Ranger XLT,0.0,0.0
cat__model_Sierra 2500 HD,0.0,0.0
cat__model_X1,0.0,0.0
cat__model_Wrangler Sahara,0.0,0.0
cat__model_Wrangler Rubicon,0.0,0.0
cat__model_Traverse,0.0,0.0
cat__model_Transit AWD Mini T HR Campervan,0.0,0.0
cat__model_Town and country,0.0,0.0
cat__model_Sierra 2500 HD SLE,0.0,0.0
cat__model_Versa SV,0.0,0.0
cat__model_Versa,0.0,0.0
cat__model_Venza LE FWD SUV,0.0,0.0
cat__model_camry xle sedan,0.0,0.0
cat__model_Venza,0.0,0.0
cat__model_Rav 4,0.0,0.0
cat__model_Ranger Xlt,0.0,0.0
cat__model_X1 xdrive28i,0.0,0.0
cat__model_Quattroporte,0.0,0.0
cat__model_RAV4,0.0,0.0
cat__model_Maxima SV,0.0,0.0
cat__model_Mazda3,0.0,0.0
cat__model_Milan Premier,0.0,0.0
cat__model_Mini T HR Campervan,0.0,0.0
cat__model_Model 3,0.0,0.0
cat__model_Model S,0.0,0.0
cat__model_Pathfinder S,0.0,0.0
cat__model_MKT Limo,0.0,0.0
cat__model_Montero,0.0,0.0
cat__model_Mountaineer Sport Utility,0.0,0.0
cat__model_Murano,0.0,0.0
cat__model_Mustang,0.0,0.0
cat__model_Mustang Convertible,0.0,0.0
cat__model_Mustang GT,0.0,0.0
cat__model_Mustang V6,0.0,0.0
cat__model_MDX SPORT,0.0,0.0
cat__model_Kona,0.0,0.0
cat__model_LEGACY,0.0,0.0
cat__model_LS 460,0.0,0.0
cat__model_LS 460 L,0.0,0.0
cat__model_RDX,0.0,0.0
cat__model_ROGUE S,0.0,0.0
cat__model_RX 350,0.0,0.0
cat__model_RX350,0.0,0.0
cat__model_QX60,0.0,0.0
cat__model_ProMaster 2500,0.0,0.0
cat__model_Promaster 2500,0.0,0.0
cat__model_Q3,0.0,0.0
cat__model_MKT Limousine,0.0,0.0
cat__model_MKZ,0.0,0.0
cat__model_MURANO SV,0.0,0.0
cat__model_Malibu LT,0.0,0.0
cat__model_QX56,0.0,0.0
cat__model_ProMaster 1500,0.0,0.0
cat__model_Prius Hybrid,0.0,0.0
cat__model_Prius Touring Hybrid Hatchback,0.0,0.0
cat__model_Prius Two,0.0,0.0
cat__model_PACIFICA,0.0,0.0
cat__model_PACIFICA LIMITED,0.0,0.0
cat__model_PACIFICA TOURING L,0.0,0.0
cat__model_PROMASTER 2500,0.0,0.0
cat__model_Q5,0.0,0.0
cat__model_Maxima,0.0,0.0
cat__model_Q5 Prestige,0.0,0.0
cat__model_Q50,0.0,0.0
cat__model_Passat SE,0.0,0.0
cat__model_Pathfinder,0.0,0.0
cat__model_legacy,0.0,0.0
cat__model_Pilot,0.0,0.0
cat__model_TLX,0.0,0.0
cat__model_Silverado 1500 Z71 LT,0.0,0.0
cat__model_Q5 Premium,0.0,0.0
cat__model_SIERRA K 8CYL,0.0,0.0
cat__model_SILVERADO 1500 RST Z-71 4X4 CREW CAB,0.0,0.0
cat__model_cherokee,0.0,0.0
cat__model_SL500,0.0,0.0
cat__model_SRX4,0.0,0.0
cat__model_Rx 350 F Sport,0.0,0.0
cat__model_Rx7,0.0,0.0
cat__model_S-Class,0.0,0.0
cat__model_Prius C Four,0.0,0.0
cat__model_PROMASTER 2500 159 WB,0.0,0.0
cat__model_Pacifica,0.0,0.0
cat__model_Pacifica Mini-T Campervan,0.0,0.0
cat__model_Passat,0.0,0.0
cat__model_S60 T5 AWD Sport Sedan,0.0,0.0
cat__model_S60 T5 Sport Sedan,0.0,0.0
cat__model_S80 T6 Premier AWD Sedan,0.0,0.0
cat__model_SEQUOIA SR5 4X4,0.0,0.0
cat__model_S-class S550,0.0,0.0
cat__model_X3 3.5i x-drive SUV,0.0,0.0
cat__model_X5,0.0,0.0
cat__model_X5 3.5i X-drive Sport SUV,0.0,0.0
cat__model_X7,0.0,0.0
cat__model_XC60 T5 AWD Premier SUV,0.0,0.0
cat__model_regal custom coupe,0.0,0.0
cat__model_ridgeline rtl,0.0,0.0
cat__model_grand cherokee laredo,0.0,0.0
cat__model_rogue s,0.0,0.0
cat__model_rx350L,0.0,0.0
cat__model_pilot ex,0.0,0.0
cat__model_yaris ia,0.0,0.0
cat__model_promaster city,0.0,0.0
cat__model_protege,0.0,0.0
cat__model_sentra,0.0,0.0
cat__model_sienna le,0.0,0.0
cat__model_rio,0.0,0.0
cat__model_dakota,0.0,0.0
cat__model_e-250 econoline,0.0,0.0
cat__model_e-350 econoline,0.0,0.0
cat__model_e350 super duty cutaway,0.0,0.0
cat__model_ecosport s,0.0,0.0
cat__model_elantra,0.0,0.0
cat__model_elite,0.0,0.0
cat__model_XC60 T5 Premier AWD SUV,0.0,0.0
cat__model_X3 3.5i x-drive,0.0,0.0
cat__model_escape,0.0,0.0
cat__model_explorer sport,0.0,0.0
cat__model_explorer sport trac limited,0.0,0.0
cat__model_express 2500,0.0,0.0
cat__model_f-150,0.0,0.0
cat__model_f-250,0.0,0.0
cat__model_XV Crosstrek Hybrid AWD,0.0,0.0
cat__model_X3 3.5i X-drive Premium SUV,0.0,0.0
cat__model_escalade,0.0,0.0
cat__make_Buick,0.0,0.0
cat__transmission_CVT,0.0,0.0
cat__make_CHEVY,0.0,0.0
cat__model_taurus,0.0,0.0
cat__model_wrangler,0.0,0.0
cat__model_taurus sel,0.0,0.0
cat__model_tc,0.0,0.0
cat__model_thunderbird,0.0,0.0
cat__model_silverado,0.0,0.0
cat__model_tiguan 2.0t,0.0,0.0
cat__model_tl,0.0,0.0
cat__model_sonata,0.0,0.0
cat__model_town & country,0.0,0.0
cat__model_town &country,0.0,0.0
cat__model_town and country limited,0.0,0.0
cat__model_transit cargo van,0.0,0.0
cat__model_trax,0.0,0.0
cat__model_tsx,0.0,0.0
cat__model_silverado 1500,0.0,0.0
cat__model_silverado 2500,0.0,0.0
cat__model_ranger super cab,0.0,0.0
cat__model_rav4 hybrid,0.0,0.0
cat__model_rdx sh-awd w/tech,0.0,0.0
cat__model_xts,0.0,0.0
cat__make_CHRYSLER,0.0,0.0
cat__make_Cadillac,0.0,0.0
cat__model_tahoe,0.0,0.0
cat__transmission_Automatic,0.0,0.0
cat__model_civic ex-l,0.0,0.0
cat__model_s,0.0,0.0
cat__model_santa fe,0.0,0.0
cat__model_scion xb,0.0,0.0
cat__make_ACURA,0.0,0.0
cat__make_AMC,0.0,0.0
cat__make_Acura,0.0,0.0
cat__model_xc60,0.0,0.0
cat__model_liberty sport,0.0,0.0
cat__model_liberty sport 4x4,0.0,0.0
cat__model_malibu,0.0,0.0
cat__model_mdx,0.0,0.0
cat__model_nx 300 f sport awd suv,0.0,0.0
cat__model_Traverse LS,0.0,0.0
cat__model_Trax,0.0,0.0
cat__model_firebird trans am,0.0,0.0
cat__model_Tucson,0.0,0.0
cat__model_TRAX LT,0.0,0.0
cat__model_Tahoe,0.0,0.0
cat__model_Taurus,0.0,0.0
cat__model_Thunderbird,0.0,0.0
cat__model_accent se,0.0,0.0
cat__model_accord ex-l,0.0,0.0
cat__model_XC70,0.0,0.0
cat__model_Trax LS,0.0,0.0
cat__model_legacy 2.5i premium,0.0,0.0
cat__model_gle350,0.0,0.0
cat__model_golf,0.0,0.0
cat__model_grand caravan sxt,0.0,0.0
cat__model_grand cherokee limited,0.0,0.0
cat__model_odyssey ex-l,0.0,0.0
cat__model_outback,0.0,0.0
cat__model_camry le sedan,0.0,0.0
cat__model_Tlx,0.0,0.0
cat__model_impala SS,0.0,0.0
cat__model_impreza,0.0,0.0
cat__model_is 250,0.0,0.0
cat__model_jetta,0.0,0.0
cat__model_camry le,0.0,0.0
cat__model_juke SV,0.0,0.0
cat__model_Tiguan,0.0,0.0
cat__model_Tiguan S,0.0,0.0
cat__model_outback 2.5i premium,0.0,0.0
cat__model_aveo,0.0,0.0
cat__model_gti,0.0,0.0
cat__model_highlander,0.0,0.0
cat__model_impala,0.0,0.0
cat__model_flex,0.0,0.0
cat__model_focus,0.0,0.0
cat__model_focus se,0.0,0.0
cat__model_forester,0.0,0.0
cat__model_XF,0.0,0.0
cat__model_equinox,0.0,0.0
cat__model_cj7,0.0,0.0
cat__model_colorado,0.0,0.0
cat__model_corolla,0.0,0.0
cat__model_corolla le,0.0,0.0
cat__model_tlx,0.0,0.0
cat__model_corvette zr1,0.0,0.0
cat__model_crosstrek,0.0,0.0
cat__model_forester 2.5i limited awd,0.0,0.0
cat__model_XJS Roadster,0.0,0.0
cat__model_XTS,0.0,0.0
cat__model_XV CROSSTREK HYBRID,0.0,0.0
cat__model_XV Crosstrek,0.0,0.0
cat__model_beetle tdi convertible,0.0,0.0
cat__model_camaro,0.0,0.0
cat__model_camry,0.0,0.0
cat__model_XV Crosstrek Limited 4D Wagon,0.0,0.0
cat__model_avalanche 1500 ltz 4x4,0.0,0.0
cat__model_cruze lt,0.0,0.0
cat__model_a6 premium plus,0.0,0.0
cat__model_forester 2.5i sport awd,0.0,0.0
cat__model_fusion titanium,0.0,0.0
