feature,importance_mean,importance_std
num__mileage_num,1982.8820089286462,168.01819306138498
num__year_num,409.67100393362017,56.660055679547455
cat__recent_repairs_none,224.7004655333545,86.06898809002354
cat__transmission_automatic,161.92609359503004,71.61996755226416
cat__condition_good,48.957872703542854,59.96090350793052
cat__condition_excellent,40.90688582397979,73.389215859054
cat__make_Audi,24.47893635178807,48.95787270357387
cat__model_Forester,24.47893635178425,48.95787270356849
cat__make_Subaru,24.47893635178425,48.95787270356759
cat__model_Camry,24.47893635178425,48.9578727035685
cat__make_Chrysler,24.478936351783886,48.95787270356778
cat__make_Toyota,24.478936351782615,48.95787270356932
cat__make_Ford,24.47893635176497,48.957872703575866
cat__make_Chevrolet,1.4915713109076023e-10,4.3807065881236835e-12
cat__model_Bel Air,1.0822986951097846e-10,0.0
cat__transmission_manual,7.185008144006133e-11,4.5036061794744264e-11
cat__recent_repairs_major,6.930349627509713e-11,5.6360499475267565e-11
cat__seller_urgency_medium,4.147295840084553e-11,5.227814786194327e-12
cat__model_Camaro,4.019966581836343e-11,1.455191522836685e-12
cat__make_Infiniti,4.0017766878008846e-12,5.414358771717968e-12
cat__model_LC 500,3.092281986027956e-12,7.275957614183426e-13
cat__model_tiguan,2.7284841053187847e-12,0.0
cat__make_CHRYSLER,2.7284841053187847e-12,0.0
cat__make_CHEVROLET,2.7284841053187847e-12,4.10785643567077e-12
cat__make_nissan,2.546585164964199e-12,5.1255493612572065e-12
cat__model_Escape,2.546585164964199e-12,5.093170329928398e-12
cat__model_quest sl,2.546585164964199e-12,5.093170329928398e-12
cat__make_Mazda,2.0008883439004423e-12,4.0017766878008846e-12
cat__model_CX-5,2.0008883439004423e-12,4.0017766878008846e-12
cat__model_MDX SPORT,2.0008883439004423e-12,4.0017766878008846e-12
cat__make_Hyundai,2.0008883439004423e-12,4.0017766878008846e-12
cat__make_volkswagen,2.0008883439004423e-12,6.806035138240879e-13
cat__model_LS 460,2.0008883439004423e-12,4.0017766878008846e-12
cat__model_Elantra,2.0008883439004423e-12,4.0017766878008846e-12
cat__make_ACURA,2.0008883439004423e-12,4.0017766878008846e-12
cat__model_CHEVELLE,2.0008883439004423e-12,4.0017766878008846e-12
cat__recent_repairs_minor,1.6370904631912709e-12,5.988868955011395e-12
cat__make_Nissan,1.6370904631912709e-12,2.4673972741312425e-12
cat__model_Grand Caravan,1.0913936421275138e-12,3.6379788070917137e-13
cat__make_chevy,9.094947017729282e-13,2.3716720189268558e-12
cat__model_Fusion,9.094947017729282e-13,0.0
cat__model_Versa,9.094947017729282e-13,1.8189894035458565e-12
cat__make_Acura,7.275957614183426e-13,1.4551915228366855e-12
cat__make_Jaguar,7.275957614183426e-13,3.637978807091713e-13
cat__make_Mercedes-Benz,5.456968210637569e-13,4.455595886216867e-13
cat__make_toyota,5.456968210637569e-13,7.275957614183425e-13
cat__model_Outback,5.456968210637569e-13,2.3436039058151666e-12
cat__make_Jeep,5.456968210637569e-13,7.275957614183426e-13
cat__model_camry,3.637978807091713e-13,7.275957614183427e-13
cat__make_BMW,3.637978807091713e-13,7.275957614183425e-13
cat__model_Grand Cherokee L,3.637978807091713e-13,4.455595886216867e-13
cat__model_XF,3.637978807091713e-13,4.455595886216867e-13
cat__make_chrysler,1.8189894035458566e-13,3.637978807091713e-13
cat__model_X2,1.8189894035458566e-13,3.637978807091713e-13
cat__model_A4,1.8189894035458566e-13,3.6379788070917137e-13
cat__make_VW,1.8189894035458566e-13,3.6379788070917137e-13
cat__model_Accord LX,1.8189894035458566e-13,3.637978807091713e-13
cat__make_Volkswagen,1.8189894035458566e-13,3.637978807091713e-13
cat__model_JETTA SE,1.8189894035458566e-13,3.6379788070917137e-13
cat__model_Optima,1.8189894035458566e-13,3.6379788070917137e-13
cat__model_Civic,1.8189894035458566e-13,8.911191772433734e-13
cat__model_Cruze,1.8189894035458566e-13,3.6379788070917137e-13
cat__model_Civic Sedan,1.8189894035458566e-13,3.6379788070917137e-13
cat__model_Rogue,1.8189894035458566e-13,3.6379788070917137e-13
cat__model_MDX,1.8189894035458566e-13,3.6379788070917137e-13
cat__seller_urgency_low,1.8189894035458566e-13,3.6379788070917137e-13
cat__model_240,1.8189894035458566e-13,3.6379788070917137e-13
cat__model_Tiguan,1.8189894035458566e-13,3.637978807091713e-13
cat__model_Outback Limited AWD Wagon,0.0,0.0
cat__model_Venza LE FWD SUV,0.0,0.0
cat__model_Outback 2.5i,0.0,0.0
cat__model_Rx7,0.0,0.0
cat__model_S-class S550,0.0,0.0
cat__model_Odyssey EX,0.0,0.0
cat__model_Prius C Four,0.0,0.0
cat__model_Venza,0.0,0.0
cat__model_Ram 1500,0.0,0.0
cat__model_Pathfinder S,0.0,0.0
cat__model_Ram 1500 Laramie,0.0,0.0
cat__model_Ram 2500 5.9L Cummins,0.0,0.0
cat__model_Sienna,0.0,0.0
cat__model_Sentra SR,0.0,0.0
cat__model_Sentra,0.0,0.0
cat__model_Range Rover,0.0,0.0
cat__model_Range Rover Sport,0.0,0.0
cat__model_Pilot,0.0,0.0
cat__model_TL,0.0,0.0
cat__model_TLX,0.0,0.0
cat__model_TERRAIN SLE-2,0.0,0.0
cat__model_TAHOE LT,0.0,0.0
cat__model_Versa SV,0.0,0.0
cat__model_Super Duty F-350 SRW,0.0,0.0
cat__model_Tahoe,0.0,0.0
cat__model_Taurus,0.0,0.0
cat__model_Suburban LT,0.0,0.0
cat__model_Tundra,0.0,0.0
cat__model_Tiguan S,0.0,0.0
cat__model_Tlx,0.0,0.0
cat__model_Town & Country,0.0,0.0
cat__model_Trans Am,0.0,0.0
cat__model_Ranger XL regular cab 2D 6FT,0.0,0.0
cat__model_Traverse,0.0,0.0
cat__model_Trax,0.0,0.0
cat__model_Trax LS,0.0,0.0
cat__model_Tundra SR5,0.0,0.0
cat__model_Sprinter 3500,0.0,0.0
cat__model_QX56,0.0,0.0
cat__model_Q50,0.0,0.0
cat__model_Q5 Prestige,0.0,0.0
cat__model_Q5 Premium,0.0,0.0
cat__model_M45X AWD Premium Sedan,0.0,0.0
cat__model_M240i,0.0,0.0
cat__model_Lucerne,0.0,0.0
cat__model_ProMaster 2500,0.0,0.0
cat__model_ProMaster 1500,0.0,0.0
cat__model_Prius Two,0.0,0.0
cat__model_Prius Touring Hybrid Hatchback,0.0,0.0
cat__model_Rav4 Limited,0.0,0.0
cat__model_RX350,0.0,0.0
cat__model_ROGUE S,0.0,0.0
cat__model_RDX,0.0,0.0
cat__model_Pathfinder,0.0,0.0
cat__model_Passat,0.0,0.0
cat__model_Pacifica Mini-T Campervan,0.0,0.0
cat__model_Pacifica,0.0,0.0
cat__model_PROMASTER 2500,0.0,0.0
cat__model_Q5,0.0,0.0
cat__model_Q3,0.0,0.0
cat__model_Promaster 2500,0.0,0.0
cat__model_Fusion Hybrid,0.0,0.0
cat__model_Prius Hybrid,0.0,0.0
cat__model_Seltos EX,0.0,0.0
cat__model_Sedan,0.0,0.0
cat__model_PACIFICA TOURING L,0.0,0.0
cat__model_PACIFICA LIMITED,0.0,0.0
cat__model_Outlander,0.0,0.0
cat__model_SIERRA K 8CYL,0.0,0.0
cat__model_S80 T6 Premier AWD Sedan,0.0,0.0
cat__model_S60 T5 AWD Sport Sedan,0.0,0.0
cat__model_S5 Convertible Premium Plus Quattro Drive,0.0,0.0
cat__model_S4,0.0,0.0
